Question;OptionA;OptionB;OptionC;OptionD;CorrectAnswer;Explanation
What is the role of Multi-Factor Authentication (MFin Microsoft 365 security?;It provides a single layer of security;It adds an additional verification step for user logins;It removes password requirements;It replaces encryption technologies;B;MFA increases security by requiring a second form of verification during the login process.
Which of the following is a Microsoft 365 tool used for data encryption?;BitLocker;Microsoft Intune;Azure Information Protection;Compliance Manager;C;AIP helps to classify and protect sensitive data through encryption and rights management.
What does Compliance Manager in Microsoft 365 help organizations achieve?;Track security incidents;Monitor user activity;Assess and manage compliance risks;Encrypt sensitive emails;C;Compliance Manager helps track your organization's compliance posture with built-in assessments.
How does Microsoft Defender for Identity assist with security in Microsoft 365?;It encrypts emails;It scans devices for malware;It protects identities by detecting threats like lateral movement or identity theft;It manages access to files;C;Defender for Identity uses advanced analytics to detect identity threats within an organization.
Which of the following services helps Microsoft 365 users comply with regulatory requirements related to data retention and deletion?;Retention Policies;Azure Active Directory;Microsoft Defender;Conditional Access;A;Retention policies ensure that organizations keep important data for a specified period to comply with regulations.
What is the purpose of Data Loss Prevention (DLP) in Microsoft 365?;Prevent data theft by external hackers;Monitor network traffic;Identify and block unauthorized sharing of sensitive information;Encrypt files on local drives;C;DLP prevents sensitive data like credit card numbers from being shared inappropriately.
Cloud computing delivers software on-demand.;Yes;No;Not enough info;Ambiguous scenario;A;Cloud computing provides scalable, on-demand software delivery.
Cloud computing provides backup and recovery.;Yes;No;Not enough info;Ambiguous scenario;A;Backup and recovery services are a core component of cloud computing.
Cloud computing enables low-cost infrastructure scaling.;Yes;No;Not enough info;Ambiguous scenario;A;Cloud computing supports low-cost scaling due to its pay-as-you-go infrastructure model.
Which type of cloud model provides access to Microsoft Office apps?;Platform as a service (PaaS);Infrastructure as a service (IaaS);Software as a service (SaaS);Windows as a Service (WaaS);C;Microsoft 365 is a SaaS model, providing access to Office apps like Excel and Word.
Companies that have recently invested in hardware and software can use a hybrid cloud model.;Yes;No;Not enough info;Ambiguous scenario;A;Hybrid cloud models are ideal for companies with existing hardware investments.
Companies that have few on-prem resources can use a hybrid cloud model.;Yes;No;Not enough info;Ambiguous scenario;A;Even companies with minimal on-prem resources can benefit from a hybrid cloud model.
You can purchase additional storage capacity on-demand.;Yes;No;Not enough info;Ambiguous question;A;Cloud providers offer flexible storage capacity, which can be scaled up or down as needed.
Cloud services are guaranteed to be available 100% of the time.;Yes;No;Not enough info;Ambiguous use case;B;No cloud service provider guarantees 100% uptime due to possible outages and maintenance. Best-industry availability is Azure's 99.9%
Cloud services use less energy than an enterprise on-premises datacenter.;Yes;No;Not enough info;Ambiguous question;A;Cloud providers use optimized hardware and renewable energy sources, reducing energy consumption compared to traditional data centers.
Azure VM is an IaaS solution.;Yes;No;Not enough info;Ambiguous question;A;Azure Virtual Machines are categorized as Infrastructure as a Service (IaaS) because they provide virtualized infrastructure on demand.
SharePoint Online is an IaaS solution.;Yes;No;Not enough info;Ambiguous use case;B;SharePoint Online is a SaaS product, not IaaS.
Microsoft Teams is an IaaS solution.;Yes;No;Not enough info;Ambiguous use case;B;Microsoft Teams is classified as SaaS, not IaaS.
IaaS provides servers, VMs, storage, networks and OS to customers.;Yes;No;Not enough info;Ambiguous use case;B;IaaS provides servers and infrastructure, but not the operating system, that's up to the customer to choose which OS to setup.
PaaS provides an environment for building, testing, and deploying software applications.;Yes;No;Not enough info;Ambiguous question;A;PaaS enables the development and deployment of applications without managing underlying infrastructure.
SaaS provides an environment that is centrally hosted and managed for customers.;Yes;No;Not enough info;Ambiguous question;A;SaaS delivers centrally managed and hosted software applications to users via the cloud.
A company has an on-premises application server. The company wants to use some of the services in Microsoft 365 with the on-premises application server. You need to choose a cloud deployment model that meets the requirement.;Private;Hybrid;Public;Multi-Cloud;B;A hybrid cloud allows the use of both on-premises and cloud services.
Contoso's computing resources run on systems used by this company only.;Private;Hybrid;Public;Mixed;A;A private cloud is exclusively used by a single organization.
The Big Company's computing resources run on systems shared by multiple companies.;Private;Hybrid;Public;MultiCloud;C;A public cloud is shared by multiple organizations.
AdventureWorks's cloud resources are integrated with an on-premises Exchange server.;Private;Hybrid;Public;Mixed;B;Hybrid cloud integrates on-premises resources with cloud services.
What's Power Apps Cloud Service Model?;IaaS;PaaS;SaaS;DaaS;B;Power Apps is classified as a Platform as a Service (PaaS).
What is MS 365 Apps Cloud Model?;IaaS;PaaS;SaaS;WaaS;C;Microsoft 365 apps fall under the Software as a Service (SaaS) umbrella.
What's Azure VMs Cloud Service Model?;IaaS;PaaS;SaaS;WaaS;A;Azure Virtual Machines are an IaaS product.
Using Outlook on the web is an example of?;IaaS (Infrastructure as a Service);PaaS (Platform as a Service);SaaS (Software as a Service);EaaS (E-mail as a Service);C;Outlook on the web is a SaaS application. There's no such think as 'EaaS'
Test Microsoft Insider Preview Branch is an example of cloud service model?;IaaS;PaaS;SaaS;WaaS;D;The Windows Insider Preview Branch is categorized as Windows as a Service (WaaS).
Deploying VMs quickly is an example of which cloud services model?;IaaS;PaaS;SaaS;DaaS;A;Rapid VM deployment is a key feature of IaaS.
PaaS services include Office 365, Intune, and Dynamics 365.;Yes;No;Not enough info;Ambiguous use case;B;Office 365, Intune, and Dynamics 365 are SaaS offerings, not PaaS.
IaaS enables users to build server-based IT workloads in the cloud.;Yes;No;Not enough info;Ambiguous question;A;IaaS provides the infrastructure to create and manage server-based workloads.
SaaS consists of IT workloads that run on customer virtual machines.;Yes;No;Not enough info;Ambiguous use case;B;SaaS workloads are hosted and managed by the service provider, not on customer VMs.
A company plans to migrate on-premises infrastructure to the cloud. In terms of Fault Tolerance & High Availability what's the key benefit of migrating to the cloud?;Reduce configuration requirements on desktop computers;Reduce on-site network latency;Automate data backup and disaster recovery;Scale and extend applications;C;Cloud providers automate data backup and recovery processes, ensuring business continuity.
A company plans to migrate on-premises infrastructure to the cloud. In terms of ease-of-scale what's the key benefit of migrating to the cloud?;Reduce configuration requirements on desktop computers;Reduce on-site network latency;Automate data backup and disaster recovery;Scale and extend applications;D;Cloud elasticity allows organizations to scale their applications based on demand.
A company plans to migrate on-premises infrastructure to the cloud. In terms of expenditure model and maintainability what's the key benefit of migrating to the cloud?;Reduce configuration requirements on desktop computers;Reduce on-site network latency;Automate data backup and disaster recovery;Eliminate the cost of buying server hardware;D;Migrating to the cloud eliminates the capital expense of purchasing and maintaining physical hardware.
A cloud provider can provide maintenance and security protection for server hardware.;Yes;No;Not enough info;Ambiguous use case;A;Cloud service providers handle hardware maintenance and security as part of their infrastructure services.
A CSP can include built-in redundancy and automatic logging.;Yes;No;Not enough info;Ambiguous use case;A;Cloud service providers typically offer redundancy and automated logging to ensure high availability and compliance.
A CSP can manage on-premises resource hardware.;Yes;No;Not enough info;Ambiguous scenario;B;Cloud service providers manage cloud infrastructure but do not typically manage on-premises hardware.
A company evaluates MS Azure Virtual Network as SaaS, does this solution work?;Yes;No;Not enough info;Ambiguous scenario;B;Azure Virtual Network is an IaaS offering, not SaaS.
A company evaluates Azure Logic Apps, is that offering a PaaS?;Yes;No;Not enough info;Ambiguous scenario;A;Azure Logic Apps is a PaaS offering used for building automated workflows.
A company wants to deploy Dynamics 365 as an IaaS, is that cloud model feasible?;Yes;No;Not enough info;Ambiguous scenario;B;Dynamics 365 is a SaaS offering, not IaaS.
Servers in a public cloud are owned and operated by the hosting company.;Yes;No;Not enough info;Ambiguous scenario;A;Public cloud servers are owned and maintained by the cloud provider.
Storage in a public cloud is owned and operated by the hosting company.;Yes;No;Not enough info;Ambiguous scenario;A;Public cloud storage is owned and managed by the hosting provider.
Azure is an example of a public cloud.;Yes;No;Not enough info;Ambiguous scenario;A;Azure is a public cloud service that provides shared resources to multiple tenants.
You need to reduce the amount of time that the IT team spends on user support. Which possible way achieves automated upgrades?;Enable Microsoft Office 365 Customer Lockbox;Upgrade all client devices to Windows 10;Use Windows AutoPilot to deploy devices;Deploy Microsoft Office 365 Professional Plus;B;Upgrading devices, automating deployment, and updating Office reduce support time.
You need to reduce the amount of time that the IT team spends on user support. Which possible way achieves automating devices deployment?;Enable Microsoft Office 365 Customer Lockbox;Upgrade all client devices to Windows 10;Use Windows AutoPilot to deploy devices;Deploy Microsoft Office 365 Professional Plus;C;Upgrading devices, automating deployment, and updating Office reduce support time.
You need to reduce the amount of time that the IT team spends on user support. Which possible way achieves faster Office Support times?;Enable Microsoft Office 365 Customer Lockbox;Upgrade all client devices to Windows 10;Use Windows AutoPilot to deploy devices;Deploy Microsoft Office 365 Professional Plus;D;Upgrading devices, automating deployment, and updating Office reduce support time.
An organization plans to deploy Microsoft Office to all employees. Which Office plan offers automated install and updates of new features?;Office 365 ProPlus;Office 365 Professional Plus;Office F5;Microsoft E3;A;Office 365 ProPlus includes automated installs and updates.
An organization plans to deploy Microsoft Office to all employees. Which Office plan allows installation on more than one laptop or mobile phone?;Office 365 ProPlus;Office 365 Professional Plus;Office F5;Microsoft E3;A;Office 365 ProPlus allows installation on multiple devices.
A company plans to deploy Microsoft Intune. Which types of apps can be managed by Intune? Does it support apps from 3rd-party providers?;Yes;No;Not enough info;Ambiguous scenario;B;Intune does not manage apps installed directly from 3rd-party providers.
A company plans to deploy Microsoft Intune. Which types of apps can be managed by Intune? Does Intune support volume licensing in iOS and Android store apps?;Yes;No;Not enough info;Ambiguous scenario;A;Intune supports volume licensing in iOS and Android store apps.
A company plans to deploy Microsoft Intune. Which types of apps can be managed by Intune? Does Intune support management of LOB (Line of Business) and public-facing apps?;Yes;No;Not enough info;Ambiguous scenario;A;Intune can manage both Line of Business and public-facing apps.
You are the Microsoft 365 administrator for a company. You deactivate the Microsoft Office 365 ProPlus license on one device. Which task can you perform on the deactivated device?;Edit a column;Create a document;Co-author a document;View a document;D;Once deactivated, the device can only view or print documents.
Can Public preview be turned on for evaluation?;Yes;No;Not enough info;Ambiguous scenario;A;Public previews can be activated for evaluation purposes.
Is Private preview available to specific customers?;Yes;No;Not enough info;Ambiguous scenario;A;Private previews are limited to select customers.
Under Private preview, is compliance testing not completed?;Yes;No;Not enough info;Ambiguous scenario;B;Compliance testing is completed in private previews.
Is General Availability feature available for purchase?;Yes;No;Not enough info;Ambiguous scenario;A;General Availability indicates the feature is available for purchase.
A company plans to change from supporting on-premises servers to using Microsoft 365 services. Which workload should you use to get updates from an intranet site hosted on an internal web server?;SharePoint Online;Microsoft Stream;OneDrive for Business;Microsoft Delve;A;SharePoint Online can replace intranet site hosting.
A company plans to change from supporting on-premises servers to using Microsoft 365 services. Which workload should you use to view videos hosted on an internal web server?;Microsoft Planner;Microsoft Flow;Microsoft Stream;PowerApps;C;Microsoft Stream is designed for hosting and viewing videos.
A company plans to change from supporting on-premises servers to using Microsoft 365 services. Which workload should you use to store and retrieve shared documents stored on a local file server?;Microsoft Flow;Power BI;Microsoft Stream;SharePoint Online;D;SharePoint Online can replace file server-based document storage.
A company plans to change from supporting on-premises servers to using Microsoft 365 services. Which workload should you use to store documents in a personalized folder on a local file server?;OneDrive for Business;Microsoft To-Do;MyAnalytics;Microsoft Stream;A;OneDrive for Business provides personal file storage.
A company plans to change from supporting on-premises servers to using Microsoft 365 services. Which workload should you use to chat with other employees by using an on-premises Skype for Business server?;Microsoft Bookings;Microsoft People;Microsoft Teams;Sway;C;Microsoft Teams can replace Skype for Business for communication.
Your company has a Microsoft Office 365 subscription. You need to co-author files with other users. Which tool should you use?;Microsoft SharePoint Online;Microsoft Skype for Business Online;Microsoft Office Delve;Microsoft Exchange Online;A;SharePoint Online allows real-time co-authoring of files.
What is the primary benefit of the Microsoft 365 F1 plan;Low-cost solution;Includes advanced security features;Suitable for large enterprises;Provides advanced data analytics;A;The Microsoft 365 F1 plan is designed for frontline workers and provides a low-cost solution for essential services.
Which Microsoft 365 plan is designed for frontline workers;Microsoft 365 F3;Microsoft 365 A1;Microsoft 365 F1;Microsoft 365 E3;C;Microsoft 365 F1 is specifically designed for frontline workers with essential tools.
What is the key difference between Microsoft 365 F3 and Microsoft 365 E1;Price;Available services;Support options;Geographic availability;A;Microsoft 365 F3 is more cost-effective but has fewer services compared to E1.
Which of the following is included in Microsoft 365 F3 but not in Microsoft 365 F1;Microsoft Teams;Outlook Web Access;Advanced threat protection;Device management;D;Microsoft 365 F3 includes device management, unlike Microsoft 365 F1.
Which Microsoft 365 plan offers enterprise-level security at a lower cost than E3;Microsoft 365 F3;Microsoft 365 E1;Microsoft 365 A1;Microsoft 365 G3;B;Microsoft 365 E1 offers enterprise-level security features but at a lower cost compared to E3.
What feature distinguishes Microsoft 365 A1 from other plans;Perpetual licensing;Annual subscription;Hybrid cloud support;Free for education institutions;D;Microsoft 365 A1 is a free offering for education institutions, unlike other plans.
Which organizations are eligible for Microsoft 365 A5;Frontline workers;Educational institutions;Government agencies;Nonprofit organizations;B;Microsoft 365 A5 is targeted at educational institutions, offering advanced security and analytics.
Which Microsoft 365 plan is suitable for government organizations;Microsoft 365 F1;Microsoft 365 E1;Microsoft 365 G3;Microsoft 365 Family;C;Microsoft 365 G3 is designed for government use, offering enhanced security and compliance features.
What does the Microsoft 365 Nonprofit plan primarily offer;Discounted services for nonprofits;Full enterprise features at no cost;Custom solutions for nonprofit industries;Reduced compliance requirements;A;Microsoft 365 Nonprofit provides discounted services tailored for nonprofit organizations.
Which of the following Microsoft 365 plans is focused on developers;Microsoft 365 G5;Microsoft 365 Developer;Microsoft 365 F1;Microsoft 365 A3;B;Microsoft 365 Developer provides access to tools and services specifically for developers building on the Microsoft 365 platform.
Which pricing model is offered through the Cloud Solution Provider (CSP) program;Pay-as-you-go;Subscription-based only;Enterprise Agreement only;Hybrid model;A;The CSP program offers a pay-as-you-go pricing model for Microsoft 365 services.
Which Microsoft 365 plan is designed for home users;Microsoft 365 Family;Microsoft 365 E1;Microsoft 365 F3;Microsoft 365 A5;A;Microsoft 365 Family is designed for home use, providing services like Word, Excel, and Outlook.
What is a common feature between Microsoft 365 F3 and Microsoft 365 Apps for enterprise;Cloud-based storage;Advanced security analytics;Desktop Office apps;Device management;A;Both Microsoft 365 F3 and Microsoft 365 Apps for enterprise offer cloud-based storage solutions.
Which licensing model allows customers to scale services according to business needs;Step-up licenses;Enterprise Agreement;Hybrid licensing;Cloud Solution Provider (CSP);D;The CSP program allows customers to scale Microsoft 365 services based on current needs.
Which Microsoft 365 plan offers cloud productivity for educational institutions;Microsoft 365 F3;Microsoft 365 A1;Microsoft 365 E5;Microsoft 365 G3;B;Microsoft 365 A1 is a free cloud productivity solution for educational institutions.
How does Microsoft 365 A3 differ from Microsoft 365 A1;Includes additional device management;Offers fewer security features;Costs less;Does not include Office apps;A;Microsoft 365 A3 includes advanced features like device management and additional security compared to A1.
What benefit does the Microsoft 365 E1 plan offer over Microsoft 365 F1;Full desktop Office apps;Lower pricing;Enhanced collaboration tools;Microsoft Defender integration;C;Microsoft 365 E1 offers enhanced collaboration tools, including SharePoint and Teams, compared to F1.
Which feature is exclusive to Microsoft 365 A5 compared to A3;Email hosting;Advanced security and compliance;Microsoft Teams access;Yammer integration;B;Microsoft 365 A5 includes advanced security and compliance features not available in A3.
What does the Microsoft 365 Enterprise Agreement (Eoffer businesses;Flexible short-term contracts;Pay-as-you-go pricing;Volume licensing discounts;No upfront payment;C;The Enterprise Agreement offers businesses volume licensing discounts for Microsoft 365 services.
Which Microsoft 365 plan is tailored for educational institutions with advanced features;Microsoft 365 E3;Microsoft 365 G3;Microsoft 365 A3;Microsoft 365 F1;C;Microsoft 365 A3 is designed for educational institutions offering advanced features like device management.
What additional feature does Microsoft 365 G5 offer compared to Microsoft 365 G3;More collaboration tools;Higher compliance standards;Advanced analytics and security;Cheaper pricing;C;Microsoft 365 G5 includes advanced analytics and security features over G3.
Which of the following is an example of add-on licenses in Microsoft 365;Microsoft Teams;Advanced Threat Protection;OneDrive for Business;SharePoint Online;B;Advanced Threat Protection can be purchased as an add-on license to existing Microsoft 365 plans.
What is a key feature of Microsoft 365 Business Premium over Business Standard;More affordable pricing;Additional security features;Less cloud storage;Reduced support options;B;Microsoft 365 Business Premium includes additional security features such as device management and identity protection.
How does Microsoft 365 F3 help organizations manage frontline workers;Full Office desktop apps;Basic security features;Device and app management tools;Limited collaboration tools;C;Microsoft 365 F3 includes device and app management tools designed to manage frontline workers.
Which Microsoft 365 plan is designed for small and medium-sized businesses;Microsoft 365 Enterprise;Microsoft 365 A5;Microsoft 365 Business Premium;Microsoft 365 G3;C;Microsoft 365 Business Premium is designed for SMBs, offering productivity and security features.
Which program offers pricing options based on usage for Microsoft 365;Enterprise Agreement;Cloud Solution Provider (CSP);Step-up Licensing;Add-on Licensing;B;The CSP program offers pricing based on usage, allowing businesses to scale services as needed.
How does hybrid licensing benefit organizations;Lower upfront cost;Simplifies licensing management;Offers both on-premises and cloud services;Provides access to Office desktop apps;C;Hybrid licensing allows organizations to combine on-premises and cloud services, offering flexibility in deployments.
What is the purpose of step-up licenses in Microsoft 365;Add more users to existing plans;Upgrade from one plan to another;Downgrade services to save costs;Extend licensing duration;B;Step-up licenses allow customers to upgrade from one Microsoft 365 plan to another with more features.
Which Microsoft 365 plan is designed for large enterprises;Microsoft 365 E1;Microsoft 365 Business Premium;Microsoft 365 G5;Microsoft 365 Home;C;Microsoft 365 G5 is tailored for large enterprises, offering advanced security, analytics, and compliance features.
How do volume licensing agreements benefit large organizations using Microsoft 365;Lower cost per user;Access to more apps;Extended support options;Custom security features;A;Volume licensing agreements provide discounts based on the number of users or devices, lowering overall cost per user.
Which plan is focused on educational institutions and offers free access;Microsoft 365 A5;Microsoft 365 A1;Microsoft 365 G3;Microsoft 365 E1;B;Microsoft 365 A1 offers free access to educational institutions, providing cloud-based services for students and teachers.
What does the Microsoft Products and Services Agreement (MPSoffer;Long-term contract commitments;Flexible purchasing across multiple products;Pay-as-you-go pricing model;Exclusive access to enterprise apps;B;The MPSA offers flexible purchasing options for Microsoft products and services across multiple licenses.
What is the benefit of using reserved instances in Microsoft 365 billing;Cost savings through pre-payment;Greater flexibility in user management;Automatic scaling;Instant access to new features;A;Reserved instances provide cost savings by allowing organizations to pre-pay for Microsoft 365 services.
Which feature distinguishes Microsoft 365 Business Premium from Microsoft 365 Business Standard;Mobile device management;Increased cloud storage;Advanced compliance features;Lower pricing;A;Microsoft 365 Business Premium includes mobile device management, unlike Business Standard.
What is a key feature of Microsoft 365 Nonprofit plans;Full access to all enterprise apps;Reduced licensing costs for eligible organizations;Limited cloud storage;Priority support;B;Microsoft 365 Nonprofit plans offer reduced licensing costs for eligible nonprofit organizations.
Which licensing option allows businesses to manage Microsoft 365 subscriptions on a month-to-month basis;Enterprise Agreement;Volume Licensing;Cloud Solution Provider (CSP);Reserved Instances;C;The Cloud Solution Provider (CSP) program allows businesses to manage subscriptions on a month-to-month basis.
What is a primary advantage of the Microsoft 365 Family plan;Enterprise-level security;Collaboration tools for businesses;Affordable pricing for home users;Advanced cloud storage;C;Microsoft 365 Family provides affordable pricing for home users and access to essential Office apps.
How do Microsoft 365 F1 and F3 differ in terms of device management;F1 offers more comprehensive device management;F3 includes device management, F1 does not;Both offer identical device management features;Neither includes device management;B;Microsoft 365 F3 includes device management, a feature not available in F1.
What is the key benefit of Microsoft 365 E5 over E3;Additional Office apps;Better cloud storage options;Enhanced security and compliance tools;Lower pricing;C;Microsoft 365 E5 includes enhanced security and compliance tools compared to E3.
Which feature is unique to Microsoft 365 Developer plans;Access to Office desktop apps;Development tools for custom apps;Increased cloud storage;Enhanced collaboration features;B;Microsoft 365 Developer plans offer access to development tools for custom app creation.
What does Microsoft 365 G3 offer that is specifically designed for government use;Lower costs for small businesses;Priority support for all users;Compliance with government regulations;Advanced analytics tools;C;Microsoft 365 G3 is designed to meet government compliance requirements.
How does Microsoft 365 Apps for enterprise differ from Microsoft 365 F1;Includes full desktop apps;Provides lower-cost solutions;Limited collaboration tools;Only for government use;A;Microsoft 365 Apps for enterprise includes full desktop Office apps, unlike F1.
What benefit do Microsoft 365 step-up licenses provide;Downgrade from one plan to another;Upgrade from one plan to another;Add more users to existing licenses;Enable pay-as-you-go pricing;B;Step-up licenses allow users to upgrade from one plan to another with more features.
What type of organizations benefit most from the Microsoft 365 CSP program;Small businesses;Large enterprises with volume licensing;Home users;Nonprofit organizations;A;Small businesses benefit most from the flexibility of the Cloud Solution Provider (CSP) program.
Which Microsoft 365 plan is ideal for small businesses requiring basic collaboration tools;Microsoft 365 Business Premium;Microsoft 365 E1;Microsoft 365 Business Basic;Microsoft 365 F3;C;Microsoft 365 Business Basic offers essential collaboration tools for small businesses at an affordable price.
What is a key feature of Microsoft 365 Enterprise Agreement;Provides month-to-month flexibility;Allows pay-as-you-go billing;Offers volume-based discounts;Requires no minimum commitment;C;The Enterprise Agreement offers volume-based discounts for organizations purchasing Microsoft 365 services.
Which plan is best suited for home users with multiple devices;Microsoft 365 E5;Microsoft 365 Family;Microsoft 365 F1;Microsoft 365 Business Standard;B;Microsoft 365 Family is designed for home users, offering support for multiple devices.
Which Microsoft 365 plan offers advanced threat protection and security features;Microsoft 365 E1;Microsoft 365 F1;Microsoft 365 E5;Microsoft 365 A1;C;Microsoft 365 E5 provides advanced security features such as threat protection and compliance tools.
How does the Cloud Solution Provider (CSP) program benefit resellers;By allowing discounts on Office 365 products;Providing pay-as-you-go pricing;Offering volume-based licensing;Accessing developer tools;B;The CSP program provides pay-as-you-go pricing, which helps resellers manage customer subscriptions.
What does the Zero Trust model emphasize?;Trust but verify;Least privilege access;Implicit trust;Full access;B;The Zero Trust model emphasizes least privilege access, which ensures users only have access to the resources necessary for their job.
Which portal provides information about security and compliance practices in Microsoft 365?;Microsoft Secure Score;Service Trust Portal;Compliance Manager;Microsoft Purview;B;The Service Trust Portal provides information, tools, and resources about Microsoft security, privacy, and compliance practices.
What feature does Azure AD B2C support for user authentication?;Only Microsoft accounts;Facebook and Google;Phone numbers only;Only passwords;B;Azure AD B2C enables users to sign in using various identities, including Facebook and Google credentials.
What does the Microsoft Secure Score help organizations with?;Backing up data;Assessing security posture;Training staff;Managing emails;B;The Microsoft Secure Score helps organizations assess their current security posture and identify improvements.
What is a main function of Microsoft Defender?;Data backup;Threat protection;Email marketing;Document editing;B;Microsoft Defender provides robust threat protection across endpoints, identities, emails, and applications.
Which principle is a key aspect of the compliance in Microsoft 365?;User tracking;Data loss;Data cooperation;Data governance;D;Data governance is central to compliance in Microsoft 365, helping to manage data responsibly.
What does Data Loss Prevention (DLP) help prevent?;Slow internet;Data leaks;User inexperience;Password sharing;B;DLP policies are designed to help prevent the accidental sharing of sensitive information.
Which security feature in Microsoft 365 helps manage user permissions?;User VoIP;Conditional Access;Microsoft Teams;Email alerts;B;Conditional Access in Microsoft 365 helps manage user permissions and access based on specific conditions.
What is Microsoft Information Protection (MIP) designed to do?;Block all emails;Identify and protect sensitive data;Improve software speed;Enhance graphics;B;MIP is designed to identify, classify, and protect sensitive information across various platforms.
What does Multi-Factor Authentication (MFaim to achieve?;Higher cloud storage;Improve user interface;Reduced login times;Enhanced security;D;MFA enhances security by requiring two or more verification methods to gain access, thereby protecting against unauthorized access.
Which term refers to methods that restrict user-to-user communications based on regulatory needs?;User Lockdown;Information Barriers;Privacy Filters;Access Limits;B;Information Barriers create policies to keep users from communicating when there’s no business need or regulatory requirement to do so.
What is the primary purpose of the Microsoft Compliance Manager?;Ensure data backup;Manage software installations;Simplify compliance management;Organize employee schedules;C;The Compliance Manager helps organizations manage compliance by streamlining assessments and control implementations.
What is Azure Sentinel?;An email service;A security information and event management tool;A cloud storage solution;A data analysis platform;B;Azure Sentinel is a security information and event management (SIEM) tool that helps monitor, detect, and respond to threats.
Which feature keeps track of user access and maintains logs in Microsoft 365?;Communication Compliance;User Management;Auditing;Role-Based Access Control;C;Auditing features track user activities and maintain logs for compliance and monitoring purposes.
How does Microsoft 365 help with regulatory compliance?;By analyzing video content;Through built-in compliance tools;By providing unlimited storage;By offering free training;B;Microsoft 365 comes equipped with built-in compliance tools to assist organizations in meeting various regulatory requirements.
Which of the following is a core principle of information security?;Availability;Unavailability;Complication;Lack of awareness;A;Availability, along with confidentiality and integrity, is a core principle of information security that ensures data can be accessed when needed.
What is the classification of sensitive information using established labels called?;Tagging;Classification;Label Policy;Information Protection;D;Information Protection involves classifying sensitive information using labels to apply specific policies.
Which Microsoft 365 service helps automate compliance with data protection regulations?;Microsoft Forms;Microsoft Power Automate;Microsoft Compliance Manager;Microsoft Planner;C;Microsoft Compliance Manager helps organizations automate compliance processes in line with data protection regulations.
What does the term "cloud-based identity and access management" refer to?;Physical file storage;Managing digital identities;Manual access controls;Inefficient logistics;B;Cloud-based identity and access management entails managing digital identities for secure access to resources.
Which of the following features is intended for managing sensitive data?;Microsoft Voice;Azure AD Identity Protection;Security Policies;Information Protection Policies;D;Information Protection Policies are designed to manage and protect sensitive organizational data across various platforms.
What does information governance ensure within an organization?;Financial profits;Data accuracy and protection;Increased employee turnover;Reduced market impact;B;Information governance ensures that an organization's data is accurate, protected, and meets compliance standards.
What is the main objective of Microsoft Teams security features?;Improve collaboration;Protect user data;Enhance video quality;Cloud printing;B;The security features within Microsoft Teams are designed specifically to protect user data and maintain confidentiality.
What is the purpose of the Microsoft Trust Center?;Marketing;Information access and transparency;Customer support;Product showcases;B;The Microsoft Trust Center is designed to provide information access and transparency regarding Microsoft's security and compliance practices.
Which feature helps manage the compliance risks of internal communications?;User Experience Managers;Communication Compliance;Secure Messaging;Risk Assessment;B;Communication Compliance is a tool used to manage and mitigate risks associated with internal communications within Microsoft 365.
Which term describes the process of governing access significantly based on user identity?;Role-based access control;Static access control;Random access;Open access;A;Role-based access control (RBAgoverns access according to user roles, significantly improving security.
How does the Compliance Manager assist with GDPR compliance?;By offering contact lists;Through compliance assessments;By creating websites;By sending alerts;B;The Compliance Manager helps organizations manage compliance with regulations like GDPR through the execution of compliance assessments.
What does Microsoft’s encryption at rest mean?;Data protection during transport;Data protection while stored;Data protection in emails;Data protection in applications;B;Encryption at rest means that data is encrypted when it is stored, ensuring protection from unauthorized access.
Which tool helps manage data protection policies in Microsoft 365?;Security Dashboard;Compliance Center;Azure Portal;Power BI;B;The Compliance Center is responsible for managing data protection policies and compliance management in Microsoft 365.
What is the benefit of Security Center in Microsoft 365?;Simplifies project management;Simplifies security management;Enhances connection speed;Increases profit margins;B;The Security Center simplifies managing security risks and enforcement policies within Microsoft 365.
What does Microsoft's Privacy statement explain?;Hardware specifications;Data usage and handling;Marketing strategies;Office applications;B;The Privacy statement offers insights into how Microsoft handles user data and upholds privacy.
What is the main goal of information protection in Microsoft 365?;Enhance software usability;Track user activity;Safeguard sensitive data;Improve network speed;C;The main goal of information protection is to safeguard sensitive data from unauthorized access and potential breaches.
How does SharePoint enhance security in document sharing?;Only by email sharing;Through transparency;Using document permissions;By limiting access to all;C;SharePoint enhances security through the use of document permissions, allowing users to control who can access shared documents.
What role does Consumer Lockbox play in Microsoft 365?;User feedback;Client data control;Software downloads;Network performance;B;Consumer Lockbox provides organizations with management capabilities over how Microsoft support teams can access their data.
Which of the following is essential for reducing data breach risks?;Single sign-on;Conditional Access;SharePoint;Teams;B;Conditional Access is essential for implementing security measures necessary for reducing data breach risks by controlling access.
What is the function of risk management audits in Microsoft 365?;Financial auditing;Theft management;Identifying internal threats;Upgrade recommendations;C;Risk management audits are used to identify and manage internal threats, ensuring organizational security.
Which solution ensures continuous compliance assessment in Microsoft 365?;Microsoft Purview;Security and Compliance Center;Microsoft Defender;SQL Server;A;Microsoft Purview provides continuous compliance assessment capabilities across Microsoft 365 applications and services.
What is the main purpose of encryption in transit?;To allow faster access;To secure data being transferred;To block spam emails;To improve internet speed;B;Encryption in transit secures data as it travels from one point to another, protecting it from interception.
